asset_id,account_id,asset_type,installation_date,asset_status,location,maintenance_cost,service_number
AST01775,ACC00693,Ethernet Circuit,18/03/2023,Active,Glasgow,23.28,ETH2486516228
AST01776,ACC00713,SD-WAN,30/10/2025,Active,Glasgow,21.36,SDWAN9703256767
AST01777,ACC00202,Broadband,06/06/2025,Active,Reading,5.66,BB7866505517
AST01778,ACC00052,SD-WAN,19/01/2023,Active,Manchester,36.61,SDWAN4284193759
AST01779,ACC00957,MPLS Circuit,04/06/2023,Active,Cardiff,45.58,MPLS2946482225
AST01780,ACC00056,SIP Trunk,15/02/2025,Inactive,Manchester,1.27,SIP2339308500
AST01781,ACC00433,Broadband,26/04/2023,Active,Edinburgh,3.12,BB7726202174
AST01782,ACC00970,Broadband,04/07/2024,Active,Liverpool,8.72,BB6295634929
AST01783,ACC00133,Cloud Voice,10/06/2024,Active,Edinburgh,3.1,CV6980547110
AST01784,ACC00389,Mobile Voice,26/05/2024,Active,Bristol,3.13,MOB7578168266
AST01785,ACC00946,FTTP Broadband,08/01/2025,Inactive,Reading,2.74,FTTP9513047946
AST01786,ACC00698,PSTN Line,07/04/2025,Active,Reading,3.06,PSTN2690786987
AST01787,ACC00975,FTTC Broadband,04/06/2025,Active,Leeds,7.33,FTTC3799520851
AST01788,ACC00737,FTTC Broadband,26/11/2025,Active,Manchester,3.93,FTTC3653467627
AST01789,ACC00190,MPLS Circuit,27/03/2026,Active,Bristol,11.1,MPLS9970697549
AST01790,ACC00063,FTTC Broadband,22/10/2023,Active,Birmingham,5.48,FTTC2444565293
AST01791,ACC00147,MPLS Circuit,04/09/2023,Active,Glasgow,60.41,MPLS5798187335
AST01792,ACC00864,SD-WAN,02/04/2023,Active,London,11.63,SDWAN5659528059
AST01793,ACC00761,SIP Trunk,05/12/2024,Active,Liverpool,1.04,SIP9733174641
AST01794,ACC00825,Broadband,06/10/2025,Active,London,1.85,BB6818464010
AST01795,ACC00289,Broadband,11/07/2024,Active,Liverpool,9.48,BB1804094433
AST01796,ACC00845,MPLS Circuit,02/03/2024,Ceased,Liverpool,31.53,MPLS9097509910
AST01797,ACC00773,Mobile Voice,25/04/2024,Active,Manchester,3.48,MOB1983436078
AST01798,ACC00806,FTTP Broadband,26/02/2025,Active,Glasgow,13.96,FTTP8639714990
AST01799,ACC00165,SD-WAN,17/11/2024,Active,Birmingham,18.29,SDWAN9592463323
AST01800,ACC00218,FTTC Broadband,21/03/2025,Active,Edinburgh,7.09,FTTC7760786379
AST01801,ACC00404,FTTP Broadband,11/02/2023,Ceased,Edinburgh,2.28,FTTP2130571056
AST01802,ACC00262,PSTN Line,01/06/2023,Inactive,Birmingham,2.13,PSTN2452629022
AST01803,ACC00522,Broadband,04/01/2026,Ceased,Liverpool,10.95,BB5665826412
AST01804,ACC00667,MPLS Circuit,01/11/2024,Active,Bristol,30.36,MPLS1155241352
AST01805,ACC00616,Broadband,10/03/2026,Active,Glasgow,4.3,BB7470602341
AST01806,ACC00834,Ethernet Circuit,06/12/2024,Active,London,23.69,ETH8283342462
AST01807,ACC00611,Cloud Voice,02/10/2023,Active,Edinburgh,2.3,CV4238570543
AST01808,ACC00166,Mobile Voice,31/03/2025,Inactive,Cardiff,6.19,MOB9308866387
AST01809,ACC00026,Mobile Voice,29/08/2024,Active,Glasgow,5.48,MOB7259719860
AST01810,ACC00794,FTTC Broadband,11/04/2026,Ceased,Manchester,6.43,FTTC9376587829
AST01811,ACC00803,PSTN Line,12/05/2025,Active,Cardiff,5.67,PSTN5813493665
AST01812,ACC00661,Broadband,01/04/2023,Active,Manchester,2.12,BB1164770627
AST01813,ACC00653,Cloud Voice,25/04/2025,Active,Manchester,0.98,CV6673105951
AST01814,ACC00056,Mobile Voice,18/06/2025,Active,Manchester,3.07,MOB4014207700
AST01815,ACC00498,FTTP Broadband,30/03/2025,Inactive,Leeds,3.79,FTTP4825514915
AST01816,ACC00929,SIP Trunk,16/09/2025,Active,Bristol,4.57,SIP4815152545
AST01817,ACC00673,MPLS Circuit,27/05/2024,Ceased,Glasgow,46.57,MPLS4475050029
AST01818,ACC00370,FTTP Broadband,10/12/2024,Ceased,Edinburgh,6.56,FTTP3717723660
AST01819,ACC00259,FTTC Broadband,20/01/2024,Active,Glasgow,11.85,FTTC2758629100
AST01820,ACC00759,FTTP Broadband,19/04/2024,Ceased,Liverpool,12.35,FTTP1423845501
AST01821,ACC00646,Cloud Voice,14/03/2025,Inactive,Leeds,1.06,CV9401129184
AST01822,ACC00198,Ethernet Circuit,25/01/2025,Active,Glasgow,62.39,ETH2224234817
AST01823,ACC00483,Broadband,20/11/2024,Active,Reading,7.35,BB7678532545
AST01824,ACC00368,SIP Trunk,22/04/2023,Active,Edinburgh,4.53,SIP1968538672
AST01825,ACC00004,MPLS Circuit,11/07/2024,Active,Bristol,29.98,MPLS8001232299
AST01826,ACC00253,Ethernet Circuit,06/04/2026,Inactive,Edinburgh,73.57,ETH2973806439
AST01827,ACC00954,MPLS Circuit,25/05/2025,Inactive,Leeds,49.3,MPLS8590147560
AST01828,ACC00377,FTTP Broadband,24/12/2024,Active,Birmingham,3.15,FTTP5858323720
AST01829,ACC00024,Ethernet Circuit,02/10/2023,Active,Manchester,17.81,ETH8939387848
AST01830,ACC00623,MPLS Circuit,24/05/2025,Active,Manchester,39.27,MPLS1290390554
AST01831,ACC00644,MPLS Circuit,19/02/2024,Active,Reading,19.33,MPLS6195522241
AST01832,ACC00628,Mobile Voice,14/04/2023,Active,Cardiff,1.52,MOB3628055276
AST01833,ACC00132,PSTN Line,17/08/2025,Active,Cardiff,1.84,PSTN1942437614
AST01834,ACC00513,FTTC Broadband,23/09/2024,Active,Edinburgh,8.81,FTTC1485148400
AST01835,ACC00318,Cloud Voice,31/07/2025,Active,Liverpool,3.25,CV1175379305
AST01836,ACC00382,FTTC Broadband,07/06/2025,Active,Glasgow,8.22,FTTC8782844399
AST01837,ACC00127,Mobile Voice,14/06/2024,Active,Reading,5.23,MOB6544778233
AST01838,ACC00589,Mobile Voice,24/11/2024,Active,Liverpool,3.12,MOB5638619253
AST01839,ACC00279,SIP Trunk,17/08/2024,Inactive,Reading,3.19,SIP9218836674
AST01840,ACC00350,Broadband,27/02/2024,Inactive,Glasgow,3.89,BB8841991434
AST01841,ACC00029,PSTN Line,26/02/2023,Active,Reading,2.92,PSTN5542620623
AST01842,ACC00920,PSTN Line,21/12/2023,Active,Bristol,2.39,PSTN6795763368
AST01843,ACC00771,MPLS Circuit,25/04/2023,Active,Glasgow,38.78,MPLS1233518219
AST01844,ACC00690,SIP Trunk,08/10/2023,Active,Bristol,3.24,SIP2724690481
AST01845,ACC00416,Cloud Voice,01/09/2025,Active,Leeds,0.66,CV2058017876
AST01846,ACC00692,SD-WAN,20/07/2025,Inactive,Manchester,32.19,SDWAN8297308656
AST01847,ACC00496,FTTC Broadband,15/12/2023,Active,Reading,5.43,FTTC9843088679
AST01848,ACC00897,SD-WAN,20/11/2024,Active,Manchester,43.5,SDWAN4211439560
AST01849,ACC00407,Cloud Voice,25/10/2023,Active,London,1.29,CV6092758879
AST01850,ACC00888,Broadband,16/07/2023,Inactive,Edinburgh,2.88,BB2623851542
AST01851,ACC00858,SIP Trunk,24/11/2025,Active,London,4.01,SIP4050972047
AST01852,ACC00831,SD-WAN,02/02/2024,Active,Liverpool,19.08,SDWAN7409610505
AST01853,ACC00723,PSTN Line,15/03/2025,Active,Birmingham,3.73,PSTN1957643099
AST01854,ACC00819,MPLS Circuit,13/03/2023,Active,Edinburgh,48.24,MPLS9213612511
AST01855,ACC00310,Mobile Voice,03/10/2025,Active,London,5.98,MOB6955300025
AST01856,ACC00972,FTTC Broadband,24/05/2024,Active,Cardiff,8.89,FTTC4261590508
AST01857,ACC00901,SD-WAN,03/04/2024,Active,Reading,13.02,SDWAN3001910141
AST01858,ACC00223,MPLS Circuit,12/01/2025,Active,Liverpool,62.0,MPLS6667858640
AST01859,ACC00731,PSTN Line,30/01/2025,Active,Bristol,4.39,PSTN3641832799
AST01860,ACC00927,MPLS Circuit,15/09/2023,Active,Liverpool,34.65,MPLS4928355721
AST01861,ACC00811,MPLS Circuit,18/12/2024,Inactive,Edinburgh,14.91,MPLS3934520084
AST01862,ACC00815,Mobile Voice,02/06/2023,Active,Bristol,7.62,MOB2250240356
AST01863,ACC00652,FTTP Broadband,20/11/2024,Active,Bristol,8.67,FTTP4713508314
AST01864,ACC00806,PSTN Line,16/11/2023,Active,Liverpool,3.47,PSTN9809778276
AST01865,ACC00901,Broadband,14/04/2023,Active,Edinburgh,9.44,BB5393949498
AST01866,ACC00922,MPLS Circuit,25/10/2025,Active,Manchester,45.12,MPLS9344254922
AST01867,ACC00372,FTTP Broadband,29/01/2024,Active,Birmingham,4.71,FTTP4259724912
AST01868,ACC00904,SD-WAN,02/04/2025,Inactive,London,44.33,SDWAN9720385206
AST01869,ACC00923,Ethernet Circuit,06/04/2025,Active,Manchester,38.8,ETH8568333655
AST01870,ACC00946,MPLS Circuit,12/09/2023,Active,Glasgow,46.1,MPLS6496107895
AST01871,ACC00837,Ethernet Circuit,24/09/2023,Active,Reading,20.43,ETH9715228536
AST01872,ACC00254,Cloud Voice,22/03/2023,Active,Liverpool,2.14,CV5983200365
AST01873,ACC00605,SD-WAN,22/09/2023,Active,London,40.0,SDWAN1356897388
AST01874,ACC00838,FTTP Broadband,13/10/2023,Active,London,10.24,FTTP5055113072
AST01875,ACC00893,Broadband,28/02/2026,Active,Birmingham,9.81,BB6416364373
AST01876,ACC00185,SIP Trunk,02/02/2023,Active,Leeds,1.02,SIP2928523882
AST01877,ACC00872,SIP Trunk,23/04/2024,Inactive,Edinburgh,1.22,SIP8092480509
AST01878,ACC00520,PSTN Line,26/10/2025,Active,Glasgow,3.51,PSTN2990138668
AST01879,ACC00330,Broadband,28/01/2026,Ceased,Edinburgh,7.38,BB5281693525
AST01880,ACC00923,FTTC Broadband,22/09/2025,Ceased,London,4.27,FTTC2204252815
AST01881,ACC00063,FTTP Broadband,13/05/2023,Active,Bristol,12.63,FTTP7743667046
AST01882,ACC00597,Ethernet Circuit,03/10/2024,Ceased,Cardiff,69.18,ETH7246615410
AST01883,ACC00019,FTTC Broadband,27/04/2024,Active,Birmingham,11.04,FTTC4492352686
AST01884,ACC00258,FTTP Broadband,10/08/2023,Active,Glasgow,7.53,FTTP9257298347
AST01885,ACC00161,PSTN Line,10/12/2025,Active,Glasgow,4.65,PSTN8475310588
AST01886,ACC00448,Mobile Voice,09/12/2025,Active,Liverpool,3.06,MOB6055992890
AST01887,ACC00689,PSTN Line,09/11/2025,Active,Reading,1.71,PSTN4869259432
AST01888,ACC00882,MPLS Circuit,14/03/2023,Active,Birmingham,23.6,MPLS9182417895
AST01889,ACC00206,SIP Trunk,14/06/2023,Active,Leeds,3.14,SIP9403082478
AST01890,ACC00035,Mobile Voice,03/03/2026,Active,Glasgow,1.84,MOB8816570215
AST01891,ACC00965,FTTC Broadband,10/04/2025,Active,Birmingham,10.95,FTTC5257753579
AST01892,ACC00307,MPLS Circuit,25/03/2026,Active,Cardiff,46.67,MPLS1130922355
AST01893,ACC00123,SD-WAN,03/12/2025,Active,London,39.24,SDWAN6298294238
AST01894,ACC00868,FTTC Broadband,07/08/2024,Active,Edinburgh,8.83,FTTC1727269363
AST01895,ACC00096,MPLS Circuit,05/01/2023,Active,Birmingham,50.08,MPLS1424616156
AST01896,ACC00426,SD-WAN,06/02/2026,Inactive,Glasgow,18.01,SDWAN5301726656
AST01897,ACC00288,Mobile Voice,22/03/2025,Active,Liverpool,6.1,MOB3793597913
AST01898,ACC00016,FTTC Broadband,27/04/2023,Ceased,Glasgow,9.98,FTTC2480844871
AST01899,ACC00388,Broadband,09/06/2024,Active,Glasgow,10.24,BB3865677512
AST01900,ACC00211,Broadband,31/10/2024,Active,Bristol,1.84,BB1590062010
AST01901,ACC00894,Mobile Voice,05/10/2024,Active,Edinburgh,2.1,MOB6836147884
AST01902,ACC00654,SIP Trunk,03/01/2024,Active,Cardiff,3.79,SIP4273188664
AST01903,ACC00907,SD-WAN,23/02/2026,Inactive,Reading,30.69,SDWAN7265580015
AST01904,ACC00997,Cloud Voice,15/03/2025,Active,Bristol,1.27,CV8714773265
AST01905,ACC00556,FTTC Broadband,10/01/2024,Active,Liverpool,10.62,FTTC4865102591
AST01906,ACC00896,PSTN Line,25/03/2025,Ceased,Liverpool,6.11,PSTN4486370979
AST01907,ACC00385,SIP Trunk,02/08/2025,Ceased,Edinburgh,3.19,SIP2046553682
AST01908,ACC00955,FTTP Broadband,26/10/2024,Active,Birmingham,6.58,FTTP6157739558
AST01909,ACC00528,Cloud Voice,14/02/2025,Inactive,Bristol,2.71,CV1082749505
AST01910,ACC00164,MPLS Circuit,02/11/2025,Active,Leeds,13.41,MPLS8073216783
AST01911,ACC00331,Cloud Voice,28/10/2025,Active,Leeds,1.86,CV3417089807
AST01912,ACC00024,Cloud Voice,08/06/2024,Active,Manchester,2.38,CV3717136920
AST01913,ACC00412,SIP Trunk,06/05/2024,Active,Cardiff,4.41,SIP9693514265
AST01914,ACC00193,Cloud Voice,12/03/2024,Active,Cardiff,2.03,CV9881742652
AST01915,ACC00244,Broadband,14/10/2024,Active,Manchester,9.15,BB1561093208
AST01916,ACC00205,Ethernet Circuit,03/07/2025,Active,Cardiff,29.24,ETH9970649903
AST01917,ACC00716,Mobile Voice,17/03/2025,Inactive,London,8.03,MOB5141792295
AST01918,ACC00659,FTTC Broadband,14/05/2025,Active,Glasgow,2.5,FTTC1593730530
AST01919,ACC00075,SD-WAN,21/11/2023,Active,Edinburgh,20.51,SDWAN9173658105
AST01920,ACC00853,SD-WAN,14/06/2023,Active,Liverpool,18.76,SDWAN5103023751
AST01921,ACC00518,Cloud Voice,14/06/2023,Active,Cardiff,3.24,CV6060819265
AST01922,ACC00155,PSTN Line,10/10/2023,Inactive,Bristol,4.43,PSTN2120460986
AST01923,ACC00242,FTTC Broadband,04/08/2025,Active,London,10.82,FTTC9292476891
AST01924,ACC00949,FTTP Broadband,16/01/2024,Active,Manchester,14.19,FTTP6225187765
AST01925,ACC00325,Mobile Voice,26/06/2023,Ceased,Liverpool,5.23,MOB2289418744
AST01926,ACC00750,Broadband,25/01/2025,Active,Leeds,5.31,BB5342691775
AST01927,ACC00496,MPLS Circuit,23/12/2023,Active,Manchester,43.2,MPLS1323236398
AST01928,ACC00481,SD-WAN,08/03/2023,Active,Leeds,23.97,SDWAN9567733436
AST01929,ACC00930,Broadband,20/09/2025,Active,Glasgow,10.57,BB5467977148
AST01930,ACC00618,FTTP Broadband,14/07/2025,Inactive,Edinburgh,15.4,FTTP7828199836
AST01931,ACC00848,FTTC Broadband,13/05/2024,Active,Bristol,10.57,FTTC8763633224
AST01932,ACC00151,PSTN Line,23/08/2025,Active,Leeds,1.26,PSTN6154087534
AST01933,ACC00307,Ethernet Circuit,28/08/2025,Ceased,Liverpool,67.54,ETH6902394489
AST01934,ACC00756,Mobile Voice,01/05/2023,Active,Glasgow,5.91,MOB7977668416
AST01935,ACC00431,Mobile Voice,18/05/2023,Inactive,Birmingham,5.07,MOB2644433634
AST01936,ACC00543,Cloud Voice,31/12/2024,Active,Leeds,3.27,CV3297585933
AST01937,ACC00605,Ethernet Circuit,23/09/2025,Inactive,Birmingham,50.22,ETH9877936928
AST01938,ACC00984,PSTN Line,23/01/2026,Ceased,Liverpool,3.37,PSTN4663696683
AST01939,ACC00447,FTTC Broadband,18/09/2024,Active,Reading,9.22,FTTC4833667947
AST01940,ACC00174,SD-WAN,03/09/2023,Active,Glasgow,9.13,SDWAN8099164136
AST01941,ACC00126,MPLS Circuit,02/12/2023,Active,Manchester,57.08,MPLS7989811143
AST01942,ACC00533,Cloud Voice,12/11/2023,Active,Glasgow,2.98,CV5151973471
AST01943,ACC00121,SD-WAN,09/04/2025,Active,Birmingham,8.19,SDWAN8153271912
AST01944,ACC00964,SIP Trunk,29/10/2023,Active,Glasgow,0.97,SIP4325752075
AST01945,ACC00629,Broadband,12/01/2025,Active,London,8.53,BB7193100540
AST01946,ACC00659,SD-WAN,18/05/2023,Active,Glasgow,13.26,SDWAN9443773872
AST01947,ACC00821,SD-WAN,20/03/2025,Active,Edinburgh,52.0,SDWAN6459541452
AST01948,ACC00623,Cloud Voice,17/02/2025,Ceased,Reading,1.52,CV2059149538
AST01949,ACC00894,FTTC Broadband,21/10/2025,Active,London,10.56,FTTC3450422212
AST01950,ACC00318,Mobile Voice,29/09/2023,Active,Glasgow,6.41,MOB9379132138
AST01951,ACC00696,Mobile Voice,05/01/2023,Active,Liverpool,1.57,MOB4045098643
AST01952,ACC00341,MPLS Circuit,01/09/2025,Active,Cardiff,44.31,MPLS5967227530
AST01953,ACC00560,Cloud Voice,26/07/2025,Active,Manchester,1.73,CV2345929784
AST01954,ACC00186,Broadband,07/07/2024,Active,London,4.28,BB9078654545
AST01955,ACC00148,MPLS Circuit,10/08/2025,Active,Manchester,44.98,MPLS2784873019
AST01956,ACC00535,PSTN Line,13/01/2025,Active,London,3.21,PSTN2000640250
AST01957,ACC00724,FTTP Broadband,23/03/2025,Active,Birmingham,12.14,FTTP3387559674
AST01958,ACC00470,SD-WAN,09/09/2025,Ceased,London,20.66,SDWAN6688245812
AST01959,ACC00363,MPLS Circuit,19/02/2025,Active,Edinburgh,37.05,MPLS3897722278
AST01960,ACC00555,Broadband,19/09/2023,Active,London,10.05,BB5606215962
AST01961,ACC00577,Ethernet Circuit,25/05/2024,Active,London,12.04,ETH6014628142
AST01962,ACC00644,PSTN Line,31/01/2025,Active,Manchester,3.94,PSTN7317671060
AST01963,ACC00743,FTTP Broadband,10/10/2025,Inactive,Liverpool,14.43,FTTP3564435655
AST01964,ACC00314,FTTP Broadband,19/11/2025,Active,Glasgow,8.45,FTTP1442816766
AST01965,ACC00405,Broadband,13/04/2024,Active,London,10.51,BB9732733451
AST01966,ACC00047,Cloud Voice,15/05/2023,Active,London,1.26,CV7788992374
AST01967,ACC00445,Mobile Voice,01/09/2025,Active,London,6.74,MOB6593444743
AST01968,ACC00295,SIP Trunk,29/04/2024,Active,Bristol,4.7,SIP3888957612
AST01969,ACC00547,FTTP Broadband,17/01/2023,Active,Reading,4.91,FTTP9964535171
AST01970,ACC00460,FTTC Broadband,30/07/2024,Active,Cardiff,2.71,FTTC7628864082
AST01971,ACC00399,SD-WAN,02/01/2023,Active,Birmingham,19.02,SDWAN5995219316
AST01972,ACC00820,FTTC Broadband,12/04/2026,Active,Leeds,9.63,FTTC6987080881
AST01973,ACC00914,SIP Trunk,17/12/2023,Inactive,Bristol,4.02,SIP7278110238
AST01974,ACC00487,FTTP Broadband,26/01/2025,Active,Liverpool,11.3,FTTP1491924819
AST01975,ACC00913,MPLS Circuit,11/02/2024,Active,Bristol,24.09,MPLS6914475965
AST01976,ACC00224,SIP Trunk,24/09/2023,Active,London,1.83,SIP7062346327
AST01977,ACC00151,MPLS Circuit,27/01/2025,Active,Liverpool,25.32,MPLS2711841045
AST01978,ACC00680,SD-WAN,26/10/2025,Active,Glasgow,41.59,SDWAN6263259251
AST01979,ACC00521,Cloud Voice,19/11/2025,Active,Bristol,1.6,CV8375149062
AST01980,ACC00183,SD-WAN,06/11/2023,Active,Bristol,31.74,SDWAN4214798673
AST01981,ACC00756,SD-WAN,21/03/2025,Ceased,Manchester,18.05,SDWAN8029567635
AST01982,ACC00005,Broadband,28/05/2024,Inactive,Reading,8.93,BB4829988103
AST01983,ACC00522,MPLS Circuit,16/01/2026,Active,Edinburgh,19.0,MPLS6345733426
AST01984,ACC00056,SD-WAN,29/11/2025,Active,Glasgow,25.05,SDWAN6978362784
AST01985,ACC00275,Mobile Voice,01/08/2025,Active,Birmingham,4.23,MOB2090307103
AST01986,ACC00375,Ethernet Circuit,31/07/2025,Ceased,Leeds,73.76,ETH3394262825
AST01987,ACC00126,Cloud Voice,27/01/2023,Active,Leeds,2.93,CV6665180188
AST01988,ACC00131,Cloud Voice,23/09/2024,Active,Cardiff,2.8,CV4841858528
AST01989,ACC00226,SD-WAN,02/01/2023,Inactive,Leeds,11.47,SDWAN6181560956
AST01990,ACC00029,Broadband,13/08/2025,Active,Reading,4.5,BB5708461112
AST01991,ACC00178,Mobile Voice,19/02/2024,Active,Birmingham,3.94,MOB7835189649
AST01992,ACC00648,Mobile Voice,27/05/2023,Active,Edinburgh,2.68,MOB1551457947
AST01993,ACC00725,MPLS Circuit,21/01/2025,Active,Birmingham,26.52,MPLS7409313423
AST01994,ACC00336,FTTC Broadband,23/07/2025,Active,Bristol,5.13,FTTC6612605384
AST01995,ACC00333,Ethernet Circuit,27/12/2025,Active,London,39.22,ETH1190637516
AST01996,ACC00366,PSTN Line,23/07/2023,Active,Bristol,3.56,PSTN7792540012
AST01997,ACC00870,Mobile Voice,21/10/2023,Active,London,6.55,MOB2298218645
AST01998,ACC00640,Ethernet Circuit,24/11/2023,Active,Liverpool,61.19,ETH1638160795
AST01999,ACC00169,Mobile Voice,10/08/2025,Active,Birmingham,6.78,MOB4835731433
AST02000,ACC00236,FTTC Broadband,11/01/2026,Active,Birmingham,9.4,FTTC1524339186
